代號,名稱,英文名稱,票面利率,轉換價格(元),轉換價格生效日期,轉換標的代碼,轉換標的名稱,轉換日期起,轉換日期迄,發行日期,掛牌日期,到期日,到期價格,到期殖利率,申請發行總額(百萬),實際發行總額(百萬),發行價格(元),最新餘額(百萬),還本年限,發行時轉換價格(元),承銷機構,過戶機構,提前償還日,提前償還日1,提前償還價格1,提前償還殖利率1,提前償還日2,提前償還價格2,提前償還殖利率2,提前償還日3,提前償還價格3,提前償還殖利率3,提前償還日4,提前償還價格4,提前償還殖利率4,最近提前償還日,最近提前償還價格,最近提前償還殖利率,債券擔保情形,重設平均天數3,重設轉換價格公式,停止受理轉換登記日期起,停止受理轉換登記日期訖,強制贖回日
31311,弘塑一,"GRAND PROCESS TECHNOLOGY.CO.,LTD.1st Domestic Unsecured Convertible Bond",0.0,1736.5,2025-08-04 00:00:00,3131.0,弘塑,2025-10-31 00:00:00,2030-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2030-07-30 00:00:00,100.0,0.0,1000.0,1000.0,100.5,1000.0,5.0,1762.2,920T凱基證券,群益金鼎證券股務代理部,發行滿三年,2028-07-30 00:00:00,100.0,0.0,2030-07-30 00:00:00,100.0,0.0,,,,,,,2028-07-30 00:00:00,100.0,0.0,無,,,,,
31312,弘塑二,"GRAND PROCESS TECHNOLOGY.CO.,LTD.2nd Unsecured Convertible Bond",0.0,1626.6,2025-08-05 00:00:00,3131.0,弘塑,2025-11-06 00:00:00,2030-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2030-08-05 00:00:00,100.0,0.0,1000.0,1000.0,110.5,1000.0,5.0,1626.6,920T凱基證券,群益金鼎證券股務代理部,發行滿三年,2028-08-05 00:00:00,100.0,0.0,2030-08-05 00:00:00,100.0,0.0,,,,,,,2028-08-05 00:00:00,100.0,0.0,無,,,,,
31351,凌航一,GoldKey Technology Corporation 1st Unsecured Convertible Bond,0.0,52.19,2025-12-04 00:00:00,3135.0,凌航,2026-03-05 00:00:00,2028-12-04 00:00:00,2025-12-04 00:00:00,2025-12-04 00:00:00,2028-12-04 00:00:00,100.0,0.0,1000.0,1000.0,100.0,1000.0,3.0,52.19,585T統一綜合證券,元大證券股份有限公司股務代理部,發行滿二年,2027-12-04 00:00:00,102.01,1.0,2028-12-04 00:00:00,100.0,0.0,,,,,,,2027-12-04 00:00:00,102.01,1.0,無,,,,,
31382,耀登二,Auden Techno Corp.2nd Domestic Unsecured Convertible Bonds,0.0,114.7,2025-06-30 00:00:00,3138.0,耀登,2025-04-11 00:00:00,2028-01-10 00:00:00,2025-01-10 00:00:00,2025-01-10 00:00:00,2028-01-10 00:00:00,100.0,0.0,700.0,700.0,100.5,700.0,3.0,118.0,960T富邦綜合證券,國票綜合證券股務代理部,無,2028-01-10 00:00:00,100.0,0.0,,,,,,,,,,2028-01-10 00:00:00,100.0,0.0,無,,,2025-06-05 00:00:00,2025-06-30 00:00:00,
31413,晶宏三,Ultra chip Inc. 3rd Unsecured convertible bond,0.0,93.6,2025-08-27 00:00:00,3141.0,晶宏,2024-08-21 00:00:00,2027-05-20 00:00:00,2024-05-20 00:00:00,2024-05-20 00:00:00,2027-05-20 00:00:00,100.0,0.0,800.0,800.0,101.0,800.0,3.0,95.0,585T統一綜合證券,福邦證券股務代理部,發行滿二年,2026-05-20 00:00:00,100.0,0.0,2027-05-20 00:00:00,100.0,0.0,,,,,,,2026-05-20 00:00:00,100.0,0.0,無,,,2025-08-04 00:00:00,2025-08-27 00:00:00,
31672,大量二,"TA LIANG TECHNOLOGY CO., LTD. 2nd Domestic Unsecured Convertible Bond",0.0,169.1,2025-09-05 00:00:00,3167.0,大量,2025-11-07 00:00:00,2028-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2028-08-06 00:00:00,100.0,0.0,500.0,500.0,109.09,500.0,3.0,170.0,648T福邦證券,凱基證券股份有限公司股務代理部,無,2028-08-06 00:00:00,100.0,0.0,,,,,,,,,,2028-08-06 00:00:00,100.0,0.0,無,,,,,
31882,鑫龍騰二,"Golden Long Teng Development Co., Ltd. 2nd Unsecured Convertible Bond",0.0,31.4,2025-06-20 00:00:00,3188.0,鑫龍騰,2025-09-21 00:00:00,2028-06-20 00:00:00,2025-06-20 00:00:00,2025-06-20 00:00:00,2028-06-20 00:00:00,100.0,0.0,600.0,600.0,100.0,600.0,3.0,31.4,920T凱基證券,福邦證券股份有限公司,發行滿二年,2027-06-20 00:00:00,102.01,1.0,2028-06-20 00:00:00,100.0,0.0,,,,,,,2027-06-20 00:00:00,102.01,1.0,無,,,,,
32071,耀勝一,"YAO SHENG ELECTRONIC CO., LTD. 1st Domestic Unsecured Convertible Bond",0.0,100.99,2024-12-19 00:00:00,3207.0,耀勝,2024-06-26 00:00:00,2027-03-25 00:00:00,2024-03-25 00:00:00,2024-03-25 00:00:00,2027-03-25 00:00:00,100.0,0.0,500.0,500.0,100.0,487.1,3.0,105.47,585T統一綜合證券,福邦證券股份有限公司,發行滿二年,2026-03-25 00:00:00,102.01,1.0,2027-03-25 00:00:00,100.0,0.0,,,,,,,2026-03-25 00:00:00,102.01,1.0,無,,,2025-04-27 00:00:00,2025-06-25 00:00:00,
32571,虹冠電一,CHAMPION MICROELECTRONIC CORP. 1st Domestic Unsecured Convertible Bond,0.0,72.2,2025-04-11 00:00:00,3257.0,虹冠電,2025-02-02 00:00:00,2029-11-01 00:00:00,2024-11-01 00:00:00,2024-11-01 00:00:00,2029-11-01 00:00:00,100.0,0.0,500.0,500.0,101.0,500.0,5.0,75.0,815T台新綜合證券,福邦證券股份有限公司 股務代理部,發行滿三、四年,2027-11-01 00:00:00,101.5075,0.5,2028-11-01 00:00:00,102.0151,0.5,2029-11-01 00:00:00,100.0,0.0,,,,2027-11-01 00:00:00,101.5075,0.5,無,,,2025-03-13 00:00:00,2025-06-05 00:00:00,
32723,東碩三,Good Way Technology Domestic 3rd Unsecured Convertible Bonds,0.0,34.2,2024-03-07 00:00:00,3272.0,東碩,2024-06-08 00:00:00,2029-03-07 00:00:00,2024-03-07 00:00:00,2024-03-07 00:00:00,2029-03-07 00:00:00,100.0,0.0,300.0,300.0,108.93,299.7,5.0,34.2,920T凱基證券,兆豐證券股份有限公司股務代理部,發行滿三年,2027-03-07 00:00:00,100.7518,0.25,2029-03-07 00:00:00,100.0,0.0,,,,,,,2027-03-07 00:00:00,100.7518,0.25,無,,,2025-04-19 00:00:00,2025-06-17 00:00:00,
32843,太普高三,Top High Image Corp. domestic 3rd unsecured convertible bond,0.0,23.91,2025-09-15 00:00:00,3284.0,太普高,2025-12-16 00:00:00,2028-09-15 00:00:00,2025-09-15 00:00:00,2025-09-15 00:00:00,2028-09-15 00:00:00,100.0,0.0,200.0,200.0,100.0,200.0,3.0,23.91,9A0T永豐金證券,永豐金證券股務代理部,發行滿二年,2027-09-15 00:00:00,101.0025,0.5,2028-09-15 00:00:00,100.0,0.0,,,,,,,2027-09-15 00:00:00,101.0025,0.5,無,,,,,
33035,岱稜五,UNIVACCO TECHNOLOGY INC. 5th Domestic Unsecured Convertible Bond,0.0,58.6,2025-07-15 00:00:00,3303.0,岱稜,2025-02-27 00:00:00,2029-11-26 00:00:00,2024-11-26 00:00:00,2024-11-26 00:00:00,2029-11-26 00:00:00,100.0,0.0,500.0,500.0,105.28,500.0,5.0,62.0,648T福邦證券,福邦證券股份有限公司,發行滿三年,2027-11-26 00:00:00,101.5075,0.5,2029-11-26 00:00:00,100.0,0.0,,,,,,,2027-11-26 00:00:00,101.5075,0.5,無,,,2025-06-20 00:00:00,2025-07-15 00:00:00,
33055,昇貿五,SHENMAO TECHNOLOGY INC. 5th Domestic Unsecured Convertible Bond,0.0,73.3,2025-07-20 00:00:00,3305.0,昇貿,2024-03-26 00:00:00,2026-12-25 00:00:00,2023-12-25 00:00:00,2023-12-25 00:00:00,2026-12-25 00:00:00,100.0,0.0,800.0,800.0,100.5,112.4,3.0,78.3,960T富邦綜合證券,凱基證券股份有限公司股務代理部,發行滿二年,2025-12-25 00:00:00,101.0025,0.5,2026-12-25 00:00:00,100.0,0.0,,,,,,,2025-12-25 00:00:00,101.0025,0.5,無,,,2025-06-25 00:00:00,2025-07-20 00:00:00,
33121,弘憶股一,GMI Technology Inc. 1st Domestic Unsecured Convertible Bond,0.0,73.2,2025-10-29 00:00:00,3312.0,弘憶股,2024-09-26 00:00:00,2027-06-25 00:00:00,2024-06-25 00:00:00,2024-06-25 00:00:00,2027-06-25 00:00:00,100.0,0.0,1000.0,1000.0,100.5,1000.0,3.0,76.8,920T凱基證券,群益金鼎證券股份有限公司股務代理部,無,2027-06-25 00:00:00,100.0,0.0,,,,,,,,,,2027-06-25 00:00:00,100.0,0.0,無,,,2025-11-27 00:00:00,2025-12-26 00:00:00,
33133,斐成三,"FEEI CHERNG DEVELOP TECHNOLOGY CO., LTD. 3rd secured Convertible Bond",0.0,15.7,2025-03-26 00:00:00,3313.0,斐成,2025-03-01 00:00:00,2027-11-29 00:00:00,2024-11-29 00:00:00,2024-11-29 00:00:00,2027-11-29 00:00:00,100.0,0.0,400.0,400.0,100.0,394.3,3.0,16.5,102T合作金庫證券,福邦證券股份有限公司,無,2027-11-29 00:00:00,100.0,0.0,,,,,,,,,,2027-11-29 00:00:00,100.0,0.0,有，元大商業銀行股份有限公司,,,2025-03-25 00:00:00,2025-05-23 00:00:00,
33225,建舜電五,"JOINSOON ELECTRONICS MFG. CO., LTD. 5th UNSECURED CONVERTIBLE BOND",0.0,23.54,2024-09-15 00:00:00,3322.0,建舜電,2024-12-03 00:00:00,2027-09-02 00:00:00,2024-09-02 00:00:00,2024-09-02 00:00:00,2027-09-02 00:00:00,100.0,0.0,150.0,150.0,100.0,150.0,3.0,23.78,691T德信綜合證券,凱基證券股份有限公司股務代理部,發行滿二年,2026-09-02 00:00:00,101.0025,0.5,2027-09-02 00:00:00,100.0,0.0,,,,,,,2026-09-02 00:00:00,101.0025,0.5,無,,,2025-03-31 00:00:00,2025-05-29 00:00:00,
33233,加百裕三,Celxpert Energy Corporation 3rd Domestic Covertible Bonds,0.0,32.6,2025-07-25 00:00:00,3323.0,加百裕,2023-09-03 00:00:00,2026-06-02 00:00:00,2023-06-02 00:00:00,2023-06-02 00:00:00,2026-06-02 00:00:00,101.5075,0.5,400.0,400.0,100.0,77.5,3.0,35.0,700T兆豐證券,中國信託商業銀行代理部,無,2026-06-02 00:00:00,101.5075,0.5,,,,,,,,,,2026-06-02 00:00:00,101.5075,0.5,無,,,2025-08-05 00:00:00,2025-09-03 00:00:00,
33245,雙鴻五,"AURAS Technology Co., Ltd. 5th Unsecured Convertible Bond",0.0,734.4,2025-06-22 00:00:00,3324.0,雙鴻,2024-11-01 00:00:00,2029-07-31 00:00:00,2024-07-31 00:00:00,2024-07-31 00:00:00,2029-07-31 00:00:00,100.0,0.0,1500.0,1500.0,100.2,1500.0,5.0,754.0,920T凱基證券,台新證券股份有限公司股務代理部,發行滿三年,2027-07-31 00:00:00,101.5075,0.5,2029-07-31 00:00:00,100.0,0.0,,,,,,,2027-07-31 00:00:00,101.5075,0.5,無,,,2025-05-27 00:00:00,2025-06-22 00:00:00,
33465,麗清五,"Laster Tech Co., Ltd. 5th Unsecured Convertible Bond",0.0,35.8,2025-09-09 00:00:00,3346.0,麗清,2023-03-29 00:00:00,2025-12-28 00:00:00,2022-12-28 00:00:00,2022-12-28 00:00:00,2025-12-28 00:00:00,100.0,0.0,300.0,300.0,100.0,20.2,3.0,35.8,群益金鼎證券股份有限公司,元大證券股份有限公司股務代理部,發行滿二年,2024-12-28 00:00:00,100.5,0.25,2025-12-28 00:00:00,100.0,0.0,,,,,,,2025-12-28 00:00:00,100.0,0.0,無,,,2025-08-15 00:00:00,2025-09-09 00:00:00,
33466,麗清六,"Laster Tech Co., Ltd. 6th Unsecured Convertible Bond",0.0,36.5,2025-09-09 00:00:00,3346.0,麗清,2025-02-28 00:00:00,2027-11-27 00:00:00,2024-11-27 00:00:00,2024-11-27 00:00:00,2027-11-27 00:00:00,100.0,0.0,300.0,300.0,100.0,300.0,3.0,38.8,9A0T永豐金證券,元大證券股份有限公司股務代理部,發行滿二年,2026-11-27 00:00:00,100.5,0.25,2027-11-27 00:00:00,100.0,0.0,,,,,,,2026-11-27 00:00:00,100.5,0.25,無,,,2025-08-15 00:00:00,2025-09-09 00:00:00,
33571,臺慶科一,Tai-Tech Company 1st Unsecured Convertible Bonds,0.0,108.9,2025-03-29 00:00:00,3357.0,臺慶科,2024-02-01 00:00:00,2026-10-31 00:00:00,2023-10-31 00:00:00,2023-10-31 00:00:00,2026-10-31 00:00:00,100.0,0.0,1100.0,1100.0,100.5,998.5,3.0,118.0,980T元大證券,兆豐證券股份有限公司,無,2026-10-31 00:00:00,100.0,0.0,,,,,,,,,,2026-10-31 00:00:00,100.0,0.0,無,,,2025-03-04 00:00:00,2025-05-23 00:00:00,
33621,先進光一,"ABILITY OPTO-ELECTRONICS THCHNOLOGY CO.,LTD Domestic 1st secured Convertible Bonds",0.0,251.0,2025-08-01 00:00:00,3362.0,先進光,2024-10-17 00:00:00,2029-07-16 00:00:00,2024-07-16 00:00:00,2024-07-16 00:00:00,2029-07-16 00:00:00,100.0,0.0,1200.0,1200.0,123.26,1199.9,5.0,254.0,616T中國信託綜合證券,元富證券股份有限公司股務代理部,發行滿三年,2027-07-16 00:00:00,100.75,0.25,2029-07-16 00:00:00,100.0,0.0,,,,,,,2027-07-16 00:00:00,100.75,0.25,有，臺灣土地銀行股份有限公司,,,2025-07-07 00:00:00,2025-08-01 00:00:00,
33763,新日興三,"SHIN ZU SHING CO., LTD. 3rd Domestic Unsecured Convertible Bond",0.0,195.2,2025-08-12 00:00:00,3376.0,新日興,2024-11-24 00:00:00,2029-08-23 00:00:00,2024-08-23 00:00:00,2024-08-23 00:00:00,2029-08-23 00:00:00,100.0,0.0,800.0,800.0,120.85,796.9,5.0,202.0,920T凱基證券,台新綜合證券股份有限公司股務代理部,發行滿三年,2027-08-23 00:00:00,101.51,0.5,2029-08-23 00:00:00,100.0,0.0,,,,,,,2027-08-23 00:00:00,101.51,0.5,無,,,2025-07-18 00:00:00,2025-08-12 00:00:00,
33881,崇越電一,TOPCO TECHNOLOGIES CORP. 1st Domestic Unsecured Convertible Bond,0.0,62.8,2025-06-29 00:00:00,3388.0,崇越電,2023-02-10 00:00:00,2027-11-09 00:00:00,2022-11-09 00:00:00,2022-11-09 00:00:00,2027-11-09 00:00:00,100.0,0.0,700.0,700.0,100.4,699.9,5.0,73.6,980T元大證券,台新綜合證券股務代理部,發行滿三年,2025-11-09 00:00:00,100.0,0.0,2027-11-09 00:00:00,100.0,0.0,,,,,,,2027-11-09 00:00:00,100.0,0.0,無,,,2025-06-04 00:00:00,2025-06-29 00:00:00,
33902,旭軟二,"SUNFLEX TECH. CO., LTD. 2nd Secured Convertible Bond",0.0,24.2,2025-08-06 00:00:00,3390.0,旭軟,2025-05-22 00:00:00,2028-02-21 00:00:00,2025-02-21 00:00:00,2025-02-21 00:00:00,2028-02-21 00:00:00,100.0,0.0,200.0,200.0,112.55,200.0,3.0,26.2,中國信託綜合證券股份有限公司,凱基證券股份有限公司股務代理部,無,2028-02-21 00:00:00,100.0,0.0,,,,,,,,,,2028-02-21 00:00:00,100.0,0.0,有，中國信託商業銀行股份有限公司,,,2025-07-14 00:00:00,2025-08-06 00:00:00,
34163,融程電三,Winmate Inc. 3rd Domestic Unsecured Convertible Bond,0.0,127.1,2025-07-06 00:00:00,3416.0,融程電,2024-04-26 00:00:00,2027-01-25 00:00:00,2024-01-25 00:00:00,2024-01-25 00:00:00,2027-01-25 00:00:00,100.0,0.0,500.0,500.0,100.0,420.3,3.0,136.8,960T富邦綜合證券,群益金鼎證券股份有限公司股務代理部,發行滿二年,2026-01-25 00:00:00,100.5,0.25,2027-01-25 00:00:00,100.0,0.0,,,,,,,2026-01-25 00:00:00,100.5,0.25,無,,,2025-06-11 00:00:00,2025-07-06 00:00:00,
34793,安勤三,Avalue Technology Incorporation 3rd Domestic Unsecured Convertible Bonds,0.0,109.3,2025-07-10 00:00:00,3479.0,安勤,2024-04-23 00:00:00,2027-01-22 00:00:00,2024-01-22 00:00:00,2024-01-22 00:00:00,2027-01-22 00:00:00,100.0,0.0,650.0,650.0,109.53,650.0,3.0,121.5,920T凱基證券,台新綜合證券股份有限公司股務代&#63972;部,無,2027-01-22 00:00:00,100.0,0.0,,,,,,,,,,2027-01-22 00:00:00,100.0,0.0,無,,,2025-06-16 00:00:00,2025-07-10 00:00:00,
34834,力致四,"Forcecon Technology Co., Ltd. 4th Domestic Unsecured Convertible Bond",0.0,136.1,2025-09-15 00:00:00,3483.0,力致,2024-08-23 00:00:00,2027-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00,2027-05-22 00:00:00,100.0,0.0,200.0,200.0,118.57,200.0,3.0,168.0,9A0T永豐金證券,中國信託商業銀行代理部,無,2027-05-22 00:00:00,100.0,0.0,,,,,,,,,,2027-05-22 00:00:00,100.0,0.0,無,,,2025-08-21 00:00:00,2025-09-15 00:00:00,
34843,崧騰三,Solteam Incorporation 3rd Domestic Unsecured Convertible Bond,0.0,42.2,2025-09-14 00:00:00,3484.0,崧騰,2023-07-25 00:00:00,2028-04-24 00:00:00,2023-04-24 00:00:00,2023-04-24 00:00:00,2028-04-24 00:00:00,100.0,0.0,400.0,400.0,100.5,254.5,5.0,48.1,920T凱基證券,中國信託商業銀行代理部,發行滿三年,2026-04-24 00:00:00,100.75,0.25,2028-04-24 00:00:00,100.0,0.0,,,,,,,2026-04-24 00:00:00,100.75,0.25,無,,,2025-08-20 00:00:00,2025-09-14 00:00:00,
34912,昇達科二,"Universal Microwave Technology, Inc. 2nd Domestic Unsecured Convertible Bond",0.0,299.6,2025-07-27 00:00:00,3491.0,昇達科,2024-11-29 00:00:00,2029-08-28 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,2029-08-28 00:00:00,100.0,0.0,1000.0,1000.0,118.03,391.5,5.0,305.3,920T凱基證券,群益金鼎證券股份有限公司股務代理部,發行滿三年,2027-08-28 00:00:00,100.0,0.0,2029-08-28 00:00:00,100.0,0.0,,,,,,,2027-08-28 00:00:00,100.0,0.0,無,,,2025-07-02 00:00:00,2025-07-27 00:00:00,2025-12-05
35161,亞帝歐一,ADO OPTRONICS Corporation 1st Domestic Secured Convertible Bond,0.0,25.81,2025-08-15 00:00:00,3516.0,亞帝歐,2025-01-19 00:00:00,2027-10-18 00:00:00,2024-10-18 00:00:00,2024-10-18 00:00:00,2027-10-18 00:00:00,100.0,0.0,350.0,350.0,109.62,350.0,3.0,26.7,960T富邦綜合證券,中國信託商業銀行代理部,無,2027-10-18 00:00:00,100.0,0.0,,,,,,,,,,2027-10-18 00:00:00,100.0,0.0,有，永豐商業銀行股份有限公司,,,2025-07-21 00:00:00,2025-08-15 00:00:00,
35181,柏騰一,"Paragon Technologies Co., Ltd. 1st Secured Convertible Bond",0.0,35.0,2024-08-15 00:00:00,3518.0,柏騰,2024-11-16 00:00:00,2027-08-15 00:00:00,2024-08-15 00:00:00,2024-08-15 00:00:00,2027-08-15 00:00:00,100.0,0.0,300.0,300.0,118.63,300.0,3.0,35.0,815T台新綜合證券,台新綜合證券股份有限公司股務代理部,無,2027-08-15 00:00:00,100.0,0.0,,,,,,,,,,2027-08-15 00:00:00,100.0,0.0,有，台新國際商業銀行股份有限公司,,,2025-04-13 00:00:00,2025-06-11 00:00:00,
35221,御嵿一,"TOPLUS GLOBAL CO., LTD. 1st DOMESTIC SECURED CONVERTIBLE BOND",0.0,18.6,2023-12-28 00:00:00,3522.0,御嵿,2024-03-19 00:00:00,2026-12-18 00:00:00,2023-12-18 00:00:00,2023-12-18 00:00:00,2026-12-18 00:00:00,101.5075,0.5,150.0,150.0,113.62,123.1,3.0,19.5,700T兆豐證券,兆豐證券股份有限公司股務代理本部,發行滿二年,2025-12-18 00:00:00,101.0025,0.5,2026-12-18 00:00:00,101.5075,0.5,,,,,,,2025-12-18 00:00:00,101.0025,0.5,有，兆豐國際商業銀行股份有限公司,,,2025-04-12 00:00:00,2025-06-10 00:00:00,
35265,凡甲五,ALLTOP TECHNOLOGY CORP. 5th DOMESTIC UNSECURED CONVERTIBLE BOND,0.0,161.2,2025-04-19 00:00:00,3526.0,凡甲,2022-05-15 00:00:00,2027-02-14 00:00:00,2022-02-14 00:00:00,2022-02-14 00:00:00,2027-02-14 00:00:00,100.0,0.0,800.0,800.0,101.0,276.6,5.0,207.3,凱基證券股份有限公司,元大證券股份有限公司 股務代理部,發行滿三、四年,2025-02-14 00:00:00,100.0,0.0,2026-02-14 00:00:00,100.0,0.0,2027-02-14 00:00:00,100.0,0.0,,,,2026-02-14 00:00:00,100.0,0.0,無,,,2025-03-21 00:00:00,2025-06-13 00:00:00,
35266,凡甲六,ALLTOP TECHNOLOGY CORP. 6th DOMESTIC CONVERTIBLE UNSECURED BOND,0.0,200.3,2025-04-19 00:00:00,3526.0,凡甲,2024-04-30 00:00:00,2029-01-29 00:00:00,2024-01-29 00:00:00,2024-01-29 00:00:00,2029-01-29 00:00:00,100.0,0.0,1000.0,1000.0,101.0,787.5,5.0,223.2,凱基證券股份有限公司,元大證券股份有限公司 股務代理部,發行滿三、四年,2027-01-29 00:00:00,100.0,0.0,2028-01-29 00:00:00,100.0,0.0,2029-01-29 00:00:00,100.0,0.0,,,,2027-01-29 00:00:00,100.0,0.0,無,,,2025-03-21 00:00:00,2025-06-13 00:00:00,
35267,凡甲七,ALLTOP TECHNOLOGY CORP. 7th DOMESTIC UNSECURED CONVERTIBLE BOND,0.0,269.6,2025-07-24 00:00:00,3526.0,凡甲,2025-10-25 00:00:00,2030-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2030-07-24 00:00:00,100.0,0.0,1500.0,1500.0,101.0,1500.0,5.0,269.6,920T凱基證券,元大證券股份有限公司 股務代理部,發行滿三、四年,2028-07-24 00:00:00,100.0,0.0,2029-07-24 00:00:00,100.0,0.0,2030-07-24 00:00:00,100.0,0.0,,,,2028-07-24 00:00:00,100.0,0.0,無,,,,,
35482,兆利二,"Jarllytec Co., Ltd. 2nd domestic unsecured convertible bonds",0.0,186.0,2025-09-13 00:00:00,3548.0,兆利,2024-04-09 00:00:00,2027-01-08 00:00:00,2024-01-08 00:00:00,2024-01-08 00:00:00,2027-01-08 00:00:00,100.0,0.0,800.0,800.0,113.2,800.0,3.0,199.0,9A0T永豐金證券,永豐金證券股份有限公司,無,2027-01-08 00:00:00,100.0,0.0,,,,,,,,,,2027-01-08 00:00:00,100.0,0.0,無,,,2025-08-19 00:00:00,2025-09-13 00:00:00,
35483,兆利三,"Jarllytec Co., Ltd. 3rd domestic unsecured convertible bonds",0.0,162.8,2025-09-13 00:00:00,3548.0,兆利,2025-05-26 00:00:00,2030-02-25 00:00:00,2025-02-25 00:00:00,2025-02-25 00:00:00,2030-02-25 00:00:00,100.0,0.0,1500.0,1500.0,110.05,1500.0,5.0,170.0,920T凱基證券,永豐金證券股份有限公司,發行滿三年,2028-02-25 00:00:00,100.0,0.0,2030-02-25 00:00:00,100.0,0.0,,,,,,,2028-02-25 00:00:00,100.0,0.0,無,,,2025-08-19 00:00:00,2025-09-13 00:00:00,
35513,世禾三,Shih Her Technologies Inc 3rd Unsecured Convertible Bond,0.0,173.0,2025-10-28 00:00:00,3551.0,世禾,2026-01-29 00:00:00,2028-10-28 00:00:00,2025-10-28 00:00:00,2025-10-28 00:00:00,2028-10-28 00:00:00,100.0,0.0,500.0,500.0,114.42,500.0,3.0,173.0,920T凱基證券,台新綜合證券股務代理部,無,2028-10-28 00:00:00,100.0,0.0,,,,,,,,,,2028-10-28 00:00:00,100.0,0.0,無,,,,,
35642,其陽二,"AEWIN Technologies Co.,Ltd 2nd Unsecured Convertible Bond",0.0,83.9,2025-07-20 00:00:00,3564.0,其陽,2024-12-04 00:00:00,2027-09-03 00:00:00,2024-09-03 00:00:00,2024-09-03 00:00:00,2027-09-03 00:00:00,100.0,0.0,500.0,500.0,114.32,500.0,3.0,85.0,815T台新綜合證券,凱基證券股份有限公司股務代理部,無,2027-09-03 00:00:00,100.0,0.0,,,,,,,,,,2027-09-03 00:00:00,100.0,0.0,無,,,2025-06-25 00:00:00,2025-07-20 00:00:00,
35831,辛耘一,Scientech Corporation 1st Domestic Unsecured Convertible Bonds,0.0,349.3,2025-07-06 00:00:00,3583.0,辛耘,2024-09-08 00:00:00,2027-06-07 00:00:00,2024-06-07 00:00:00,2024-06-07 00:00:00,2027-06-07 00:00:00,100.0,0.0,200.0,200.0,100.0,200.0,3.0,359.7,960T富邦綜合證券,中國信託商業銀行代理部,發行滿二年,2026-06-07 00:00:00,100.0,0.0,2027-06-07 00:00:00,100.0,0.0,,,,,,,2026-06-07 00:00:00,100.0,0.0,無,,,2025-06-11 00:00:00,2025-07-06 00:00:00,
35832,辛耘二,Scientech Corporation 2nd Domestic Unsecured Convertible Bonds,0.0,337.4,2025-07-06 00:00:00,3583.0,辛耘,2024-09-20 00:00:00,2027-06-19 00:00:00,2024-06-19 00:00:00,2024-06-19 00:00:00,2027-06-19 00:00:00,100.0,0.0,1000.0,1000.0,117.07,998.9,3.0,347.5,960T富邦綜合證券,中國信託商業銀行代理部,發行滿二年,2026-06-19 00:00:00,100.0,0.0,2027-06-19 00:00:00,100.0,0.0,,,,,,,2026-06-19 00:00:00,100.0,0.0,無,,,2025-06-11 00:00:00,2025-07-06 00:00:00,
35871,閎康一,Materials Analysis Technology Inc.1st  Domestic Unsecured Convertible bond,0.0,192.0,2025-07-29 00:00:00,3587.0,閎康,2023-09-21 00:00:00,2026-06-20 00:00:00,2023-06-20 00:00:00,2023-06-20 00:00:00,2026-06-20 00:00:00,100.0,0.0,600.0,600.0,113.69,450.7,3.0,218.0,980T元大證券,富邦綜合證券股股份有限公司務代理部,無,2026-06-20 00:00:00,100.0,0.0,,,,,,,,,,2026-06-20 00:00:00,100.0,0.0,無,,,2025-07-04 00:00:00,2025-07-29 00:00:00,
35914,艾笛森四,Edison Opto Corporation 4th Unsecured Convertible Bond,0.0,24.5,2025-07-09 00:00:00,3591.0,艾笛森,2025-02-23 00:00:00,2027-11-22 00:00:00,2024-11-22 00:00:00,2024-11-22 00:00:00,2027-11-22 00:00:00,100.0,0.0,300.0,300.0,101.0,300.0,3.0,25.5,888T國泰綜合證券,富邦證券股務代理部,無,2027-11-22 00:00:00,100.0,0.0,,,,,,,,,,2027-11-22 00:00:00,100.0,0.0,無,,,2025-06-16 00:00:00,2025-07-09 00:00:00,
36053,宏致三,ACES ELECTRONICS 3rd Unsecured Convertible Bond,0.0,50.5,2025-09-10 00:00:00,3605.0,宏致,2024-11-07 00:00:00,2027-08-06 00:00:00,2024-08-06 00:00:00,2024-08-06 00:00:00,2027-08-06 00:00:00,101.5075,0.5,1000.0,1000.0,100.5,141.2,3.0,51.0,920T凱基證券,凱基證券股份有限公司股務代理部,無,2027-08-06 00:00:00,101.5075,0.5,,,,,,,,,,2027-08-06 00:00:00,101.5075,0.5,無,,,2025-08-18 00:00:00,2025-09-10 00:00:00,
36173,碩天三,"Cyber Power Systems, Inc. 3rd Unsecured Convertible Bond",0.0,287.3,2025-07-22 00:00:00,3617.0,碩天,2025-09-17 00:00:00,2028-06-16 00:00:00,2025-06-16 00:00:00,2025-06-16 00:00:00,2028-06-16 00:00:00,100.0,0.0,1500.0,1500.0,100.0,1500.0,3.0,305.0,960T富邦綜合證券,群益金鼎證券股份有限公司股務代理部,無,2028-06-16 00:00:00,100.0,0.0,,,,,,,,,,2028-06-16 00:00:00,100.0,0.0,無,,,,,
